proposal_id,proposal_text,creation_datetime,nb_entailed_proposals,nb_contradictory_proposals,nb_votes_for,nb_votes_mixed,nb_votes_against,nb_args_for,nb_args_against,controversiality_nli,controversiality_votes,controversiality_args
757,"Créer un droit d'accès à des données numériques d'intérêt général dans le cadre du travail.. Pour une liste de sites internet fixée par un texte réglementaire, résultant d'accords professionnels ou de demandes du salarié acceptées par l'employeur, l'accès par le salarié à ces sites ne passe pas par un dispositif technique intermédiaire mis en place par l'employeur pour vérifier ou enregistrer les informations échangées.

Éléments de contexte
Explication de l'article :
Le principe de proportionnalité utilisé jusqu'à présent pour trouver par la jurisprudence le juste équilibre entre le pouvoir de l'employeur de contrôler et de surveiller l’activité de son personnel pendant le temps de travail et la préservation des données personnelles des salariés n'a pas été suffisant pour éviter de mettre gravement à mal la confidentialité de ces données. Afin de sécuriser les informations échangées avec internet depuis leurs systèmes d'information des entreprises et les administrations peuvent utiliser des dispositifs techniques(*) qui se substituent au site visité tout en reproduisant son apparence afin de vérifier, d'enregistrer ces informations et de les déchiffrer sans difficulté. Le salarié pense être relié à un site sur internet alors qu'en réalité il dialogue avec ce dispositif intermédiaire qui enregistre les données saisies, dont ses codes d'accès. Dans l'autre sens, les données émises par le site sont elles aussi enregistrées. Si ce dispositif concourt à la sécurité des systèmes d'information, il n'est pas acceptable que l'employeur accède ainsi aux données confidentielles de son personnel, comme le contenu de dossiers médicaux, des écritures bancaires ou des informations révélant les opinions politiques ou les orientations sexuelles. Ce dispositif n'est pas aussi sans risques pour celui qui le met en place, un dysfonctionnement technique peut transmettre au salarié une information obsolète concernant par exemple une prescription médicale. Est il possible de simplement interdire ces dispositifs intermédiaires ? Non, cela conduirait légitimement les employeurs à fermer ou restreindre fortement l'accès à internet pour préserver la sécurité des systèmes d'information, pénalisant l'adaptation de notre économie à la transition numérique. Par ailleurs la numérisation croissante des activités rend nécessaire l'accès à internet par les salariés, sans que cela ne perturbe leur travail, pour pouvoir par exemple réagir à une situation personnelle (médicale, juridique ...) urgente.
Cette proposition vise à concilier ces contraintes de confidentialité des données personnelles des salariés, de sécurité des systèmes d'information, d'adaptation économique et personnel à la transition numérique, en identifiant les sites de confiance pour lesquels les entreprises et les administrations doivent autoriser sans les enregistrer les accès à internet, créant ainsi un droit d'accès à des données numériques d'intérêt général dans le cadre du travail.


(*)https://fr.wikipedia.org/wiki/Attaque_de_l'homme_du_milieu
www.01net.com/actualites/comment-le-ministere-des-finances-espionne-le-trafic-web-de-ses-collaborateurs-610140.html",2015-10-18 18:04:20,68,14,7.0,0.0,0.0,0.0,0.0,0.21739130434782608,-1.0,-1.0
755,"Reglementation de l'usage des Cookies.. L'utilisation par des sites tiers de cookies est explictement signalé à l'utilisateur qui pourra exercer son droit de refus sans que la visite du site lui soit bloquée. Par ailleurs, la durée maximale de stockage du cookie devra être fixée à 30 jours.  


 


 


 

Éléments de contexte
Explication de l'article :
Lors de la visite sur un site, il est desormais obligtoire d'accepter les cookies stockées par le navigateur. Le cookie permet l'identification et la mémorisation de données de connexion et désormais par consentement explicite de l'utilisateur.En cas de refus l'utilisateur se voit refuser l'accès de tout ou partie du suite. Il n'existe aucune norme sur la durée de stockage de ses cookies et le format de celui ci.",2015-10-18 17:34:48,9,0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
754,"Consacrer la notion de “co-responsabilité"" d’un traitement. L’article 3 de la loi n° 78-17 du 6 janvier 1978 relative à l'informatique, aux fichiers et aux libertés est ainsi modifié. Après les mots “le service ou l’organisme qui” sont ajoutés les mots “, seul ou conjointement avec d'autres,”.

Éléments de contexte
Explication de l'article :
La notion de responsabilité conjointe d’un traitement est prévue aujourd’hui dans la directive européenne de 1995, mais n’a pas été transposée dans la loi Informatique et Libertés. Cette notion peut être pertinente, tout particulièrement dans le secteur du numérique, 
afin de permettre une meilleure appréhension de la répartition des responsabilités entre certains acteurs (par exemple, dans le cadre du cloud computing ou dans le contexte plus général des plateformes). Dans ce type de contexte, la notion de sous-traitant, soumis aux instructions du client, n’est pas nécessairement adaptée à la réalité opérationnelle ou à la complexité de la chaîne d’acteurs. L’utilisation de cette notion doit cependant tenir compte du risque de dilution des responsabilités.",2015-10-18 17:17:24,90,16,1.0,0.0,0.0,0.0,0.0,0.18681318681318682,-1.0,-1.0
752,"Commentaire général. Les dispositions visent les personnes recueillant des données à caractère personnel, aussi appelées « responsables de traitement ».


Nous proposons  de clarifier les responsabilités et obligations respectives des fournisseurs de « contenants » (plateformes et autres fournisseurs d’infrastructures) et des fournisseurs de « contenus » (prestataires de services d’applications et autres).

Éléments de contexte
Explication de l'article :",2015-10-18 15:59:56,155,21,1.0,0.0,0.0,0.0,0.0,0.14102564102564102,-1.0,-1.0
743,"Instituer une comparaison régulière des pratiques sur la scène internationale. Instituer une comparaison régulière des pratiques sur la scène internationale et notamment sur les pays les plus dynamiques en matière de numérique.


En effet, la France réussira à développer ses start-up au niveau international si celles-ci peuvent se développer sur le marché national avec des règles similaires à celles des leaders internationaux.  Ces réussites économico-numériques nécessitent de permettre aux entreprises françaises d’exercer leurs activités dans des conditions comparables à celles de leurs compétiteurs au niveau mondial afin d’éviter les difficultés de développement et la marginalisation.


Cet article est particulièrement important à un moment où le « Big Data » est analysé comme un des secteurs importants de développement des sociétés du numérique.

Éléments de contexte
Explication de l'article :",2015-10-18 15:38:41,120,6,2.0,0.0,0.0,0.0,0.0,0.05785123966942149,-1.0,-1.0
742,"Préciser l'article 12 : Portabilité des données. Le projet de loi prévoit pour les fournisseurs de service de courriers électroniques de proposer une fonctionnalité permettant d’assurer « la portabilité des données » (mails, liste des contacts…) vers un autre fournisseur de service de courrier électronique. Cette proposition reste floue, notamment sur le point de savoir si cette disposition s’appliquera uniquement aux fournisseurs d’accès à internet ou également aux prestataires de services numériques (l’article faisant référence au fournisseur d’un service de communication au public en ligne).


Nous proposons que cela soit clarifié dans le texte final

Éléments de contexte
Explication de l'article :",2015-10-18 15:36:23,139,9,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,-1.0,-1.0
723,"Avertissement de non protection des données. - Mail


-Gouvernement

Éléments de contexte
Explication de l'article :
Cette article a pour but de donner une idée sur une des meilleures solutions de protection des données possible. En effet, l'idée serait la suivante: le gouvernement pourrait se mettre en collaboration avec un organisme de protection des données et vérifier si toutes nos données sont bel et bien protégées. Dans le cas contraire, l'organisme en question enverrait par mail un avertissement détaillant le problème ( par exemple: vos identifiants personnels sur votre blog sont vulnérables et risquent d'être piratés)







Merci",2015-10-18 09:50:14,40,2,0.0,1.0,1.0,0.0,1.0,0.07317073170731707,-1.0,-1.0
722,"Protection de l'égalité citoyenne. La protection de l'égalité citoyenne sera mise en place par une surveillance des activités qui mettent en danger l'égalité et la liberté citoyennes.


Les entreprises qui pratiquent l'évasion fiscale et l'optimisation fiscale verront leur accessibilité sur Internet fermées dès qu'une irrégularité au regard du fisc aura été constatée (implantation dans un paradis fiscal, incitation à l'évasion fiscale, pratique de l'optimisation fiscale), et jusqu'à régularisation de la situation délictueuse.


 

Éléments de contexte
Explication de l'article :
Le principe de la redistribution fiscale est
fondamental pour le bon fonctionnement d'une société et la protection de tous ses citoyens. Les pratiques d'évasion fiscale, d'optimisation fiscale et d'implantation dans les paradis fiscaux sont des actes de détournement de fonds publics et de mise en danger de l'équilibre des sociétés et des citoyens les plus vulnérables.


L'interdiction d'exercer sur Internet et l'interdiction de toute activité commerciale sur le territoire français à toute entreprise en infraction avec les règles de perception et de transparence fiscales sera rendue possible afin d'aider ces entreprises à respecter sans délais les règles du comportement citoyen.",2015-10-18 09:28:39,30,1,3.0,1.0,0.0,0.0,0.0,0.06451612903225806,-1.0,-1.0
714,"Serveurs nationaux CNIL, médiateur ""informatique et libertés"", rescrit ""informatique et libertés"". Les missions de conseil et d'accompagnement de la CNIL peuvent prendre différentes formes et notamment les suivantes :


- mise à disposition de serveurs localisés sur le territoire national dont le niveau de sécurité et de confidentialité est conforme à la loi ""informatique et liberté"" pour les responsables de traitement respectueux de la vie privée ;


- nomination d'un médiateur ayant pour mission de conseiller et accompagner particulièrement tout responsable de traitement confronté à un litige ou un contentieux le mettant en cause quant à un traitement sur des données à caractère personnel ;


- mise en place d'une procédure de rescrit informatique et libertés permettant à tout responsable de traitement de présenter son cas précis à la CNIL et obtenir une réponse qui engage la CNIL pour l'avenir et garantira sa sécurité juridique en cas de contrôle ultérieur.

Éléments de contexte
Explication de l'article :
Quant à la protection des données à caractère personnel (DCP), de nombreuses entreprises sont conscientes de leurs responsabilités. Cependant, elles ne disposent pas toutes en interne d’une personne suffisamment qualifiée pour leur assurer la conformité à la loi de leurs traitements sur les DCP, notamment dans les PME.


Quand bien même elles auraient procédé aux différentes formalités concernant les traitements, rien ne leur garantit en cas de contrôle ultérieur de la CNIL de ne pas être sanctionnées, la « déclaration ne valant pas conformité du traitement à la loi ».


Pour parer à cette insécurité juridique, nous proposons un ensemble de mesures qui viendraient préciser notamment la nouvelle mission « accompagnement » de la CNIL :


§
 Mise en place de serveurs appartenant à la CNIL suffisamment sécurisés et adaptés aux besoins des professionnels pour permettre aux entreprises, responsable de traitement, d’héberger leurs données personnelles sur le territoire national, en conformité avec la loi « Informatique et Libertés » ; les données personnelles ainsi hébergées peuvent être « anonymisées » pour permettre leur libre diffusion et leur réutilisation


§
 Nomination d’un Médiateur « Informatique et Libertés » ou de toute personne ayant la charge d’accompagner et conseiller les responsables de traitement lors d’un litige ou un contentieux les mettant en cause devant la CNIL ;


§
 Mise en place d’une procédure de rescrit « informatique et libertés » qui permettra à tout responsable de traitement de soumettre à la CNIL son cas précis ou sa question concernant son traitement de DCP et d’obtenir une réponse qui engagera la CNIL pour l’avenir et garantira ainsi au responsable du traitement une sécurité juridique en cas de contrôle ultérieur.",2015-10-17 17:13:56,93,1,0.0,3.0,0.0,0.0,1.0,0.02127659574468085,-1.0,-1.0
713,"Droit d'usage des données. Article 11bis Usage des données


La remise et l'usage des données sont convenues par contrat écrit établi entre le producteur des données et un licencié.


Cet acte est conclu à titre gracieux ou onéreux. Il fixe le domaine d'utilisation des données avec mention distincte de son étendue, sa destination, de même que les lieu et durée. 


Le producteur garde la maîtrise des données, sauf clause contraire. 


 

Éléments de contexte
Explication de l'article :
Collectée de manière automatisée, la donnée, grâce
à différents traitements va permettre de créer du sens et donc de la valeur.



En permettant
son accès à d'autres personnes que son producteur d'origine, il s'agit d'élargir le périmètre de traitement de telle sorte que :


- le tiers licencié puisse lui-même effectuer d'autres
traitements automatisés ;


- mais aussi constituer ses propres bases de données.


Avant de traiter de la portabilité des données (article 12 du projet de loi), il paraît donc utile dans le même chapitre d'introduire un nouvel article traitant de l'usage des données (numéroté ici 11 bis). Il est donc proposé que la loi crée un nouveau contrat spécial, le contrat d'usage de données. Ce contrat permettrait d'organiser de manière équilibrée les opérations portant sur la donnée elle-même.


Le contrat d’usage de données permettrait l'organisation de la remise, du traitement et de l'usage de la donnée sous forme de droit d'usage.",2015-10-17 16:20:52,109,3,1.0,1.0,0.0,0.0,0.0,0.03636363636363636,-1.0,-1.0
712,"Interconnection entre les opérateurs. Les opérateurs dans la fourniture des services d’accès à Internet ont l’obligation de mettre en place une capacité d’interconnexion avec les exploitants de réseaux qui fournissent au public des services de contenu et de communications électroniques et qui le demandent, en quantité suffisante pour éviter toute congestion aux heures de pointe du trafic.


Tout opérateur dans la fourniture des services d’accès à Internet a l’obligation d’offrir cette capacité d’interconnexion sans aucuns frais aux exploitants de réseaux qui sont à même d’échanger avec cet opérateur une quantité de trafic suffisante pour justifier au moins un port d’interconnexion. L’ opérateur peut choisir les emplacements de cette interconnexion sous les conditions suivantes:


•    ils doivent desservir suffisamment d’utilisateurs finaux pour justifier chacun au moins un port d’interconnexion


•    ils doivent être accessible sans frais d’accès


•    ils doivent être desservis par au moins trois fournisseurs concurrents de services de réseau


Tout opérateur qui fait l’expérience de congestion aux points d’interconnexion avec d’autres exploitants de réseaux a l’obligation d’informer l’Autorité et de démontrer, mettre en place et exécuter un plan pour ajouter de la capacité d’interconnexion et pour remédier à cette congestion. Toute demande d'augmentation de capacité doit être traité dans un délai raisonnable. 

Éléments de contexte
Explication de l'article :
Les fournisseurs d'accès Internet disposent d'un monopole de fait sur l'accès à leurs abonnés. Ils peuvent utiliser les points d'interconnexion avec les autres opérateurs pour extraire des montants arbitraires pour leur permettre d'envoyer le traffic. En laissant ces points d'interconnexion se saturer, ils peuvent détériorer la qualité perçue par les utilisateurs finaux sur un fournisseur de contenu. Sans limitation, les fournisseurs d'accès pourront obliger les fournisseurs de contenu à payer pour absorber l'écoulement du traffic. Seuls les plus plus gros fournisseurs de contenu seront en position de force pour négocier des termes avantageux. Les plus petits acteurs seront en revanche pénalisés par des frais trop élevés.",2015-10-17 15:04:13,43,7,4.0,0.0,0.0,0.0,1.0,0.18181818181818182,-1.0,-1.0
707,"Application de la garantie contre les vices cachés aux failles de sécurité dans les logiciels et dispositifs. Les failles de sécurité découvertes dans les logiciels ou dans les dispositifs vendus avec des logiciels intégrés, sont considérés comme des défauts de conformité et soumis à obligation de correction en vertu des dispositions des articles 1641 à 1649 du code civil.


Ces obligations sont considérées remplies si un correctif de sécurité est disponible dans un délai raisonnable (inférieur à un mois après publication de la faille, sauf circonstances exceptionnelles).


Ces obligations s’appliquent durant toute la durée légale de garantie contre les vices cachés, telle que définie dans les articles L211-4 et suivants du code de la consommation.

Éléments de contexte
Explication de l'article :
Les téléphones, ordinateurs et autres objets communicants contiennent aujourd’hui de nombreuses données personnelles. Ces données personnelles, pouvant inclure des informations bancaires ou de santé, ne sont en sécurité que lorsque les terminaux les contenant disposent de version à jour des logiciels.


Or, de nombreux constructeurs de matériel ne fournissent aujourd’hui pas les mises à jour indispensables à la sécurité de ces données, rendant ces données vulnérables. Le consommateur est mal informé, et n’a d’autre solutions que de procéder au remplacement de l’appareil, engendrant surcoût et gaspillage.


Le verrouillage des terminaux, en particulier téléphonique, empêche ou rend anecdotique toute solution consistant à installer un système alternatif.


Il est donc nécessaire de contraindre le vendeur de fournir une solution au consommateur garantissant la sécurité de son terminal. Celui-ci peut se tourner vers le fabricant pour la fourniture du correctif.


Cette garantie doit s’appliquer dans une durée raisonnable et compatible avec les enjeux économiques (évolution normale des logicielles, dépréciation des anciennes versions, durée de vie de l’appareil).",2015-10-17 12:59:52,75,9,4.0,0.0,0.0,0.0,0.0,0.13157894736842105,-1.0,-1.0
700,"Aricle 16 bis - tout accord électronic de publication de ses données à caractère personnel doit avoir une durée limitée raisonnable. A l’article 1er de la loi n° 78-17 du 6 janvier 1978 relative à l'informatique, aux fichiers et aux libertés il est ajouté un alinéa ainsi rédigé :


« Toute personne ayant donné électroniquement son accord pour l'utilisation de données à caractère personnel doit pouvoir le faire pour une durée raisonnable, ne dépassant pas 3 ans. Au moins un avant la fin de la période définie, elle doit reconfirmer son accord électroniquement, sinon celuis prendra immédiatement fin à l'expiration du dernier délais accordé. »

Éléments de contexte
Explication de l'article :
On ne doit plus accepter les chose ""jusqu'à la fin des temps"" !",2015-10-17 11:49:13,79,4,4.0,0.0,0.0,0.0,0.0,0.0625,-1.0,-1.0
