proposal_id,proposal_text,creation_datetime,nb_entailed_proposals,nb_contradictory_proposals,nb_votes_for,nb_votes_mixed,nb_votes_against,nb_args_for,nb_args_against,controversiality_nli,controversiality_votes,controversiality_args
868d74bc-0a23-11ea-ac8c-0242ac110002,"Un Revenu Universel d’Activité pour compenser un manque de revenu. Le Revenu Universel d’Activité doit être là pour compenser un manque de revenu. Si une personnen’atteint pas un revenu suffisant pour vivre dignement ce dispositif devra être là pour compenser. Il devra fonctionner d’une manière à rendre l’activité plus attractive que l’inactivité.Notre structure (Projet Insertion Emploi Revenu de Solidarité Active de Plaine Commune) accompagne le public RSAdepuis des années, notre accompagnement ne doit également pas disparaitre lorsque le RSAdisparaitra. A partir de la création du Revenu Universel d’Activité, des dispositionsd’accompagnement telles que la nôtre doivent en découler pour le public visé.",2019-11-18 17:50:00,16,49,0,0,0,0,0,0.34,-1.0,-1.0
db0c21e8-0a1d-11ea-ac8c-0242ac110002,"Tenir compte des échecs thérapeutiques pour l'AAH. L'AAH n’est presque jamais octroyée pour les personnes en état d'échec thérapeutique, c’est évident avec les cas de dépression sévère. Il y a un nombre significatif de patients pour les les antidépresseurs et anxiolytiques : troubles cardiaques graves (pouvant entrainer décès, arythmies sévères, aggravation du mal, etc. Mais l'""administration a tendance à considérer que si il n'y a pas de médicaments il n'y a pas de maladie ou de handicap. De nombreuses dépressions résistent aux médications et de nombreux patients ont tellement d'effets secondaires qu'il vaut mieux arrêter la chimie. Et ces patients ne sont pas considérés comme handicapés dans le calcul de l'AAH. Même si un psychiatre confirme l'état du patient. Pas de médicaments = pas malade. Même une psychothérapie ne suffit pas à convaincre l'administration? Résultat, de nombreux français se retrouvent au Revenu de Solidarité Active sans réelle possibilité de travailler. Ils sont déboutés de l'AAH. Il faut arrêter ce parallèle entre médicament et maladie. Il faut ouvrir l'AAH aux patients qui sont intolérants (intolérance qui peut aller jusqu'au décès...) aux médications, surtout dans le domaine psy.",2019-11-18 17:09:00,6,30,0,0,0,1,0,0.22580645161290322,-1.0,-1.0
cf1ce217-09f8-11ea-ac8c-0242ac110002,"CAISSE DES REVENUS. Je propose que le Revenu Universel d'Activité soit géré par une caisse gérée par un conseil d'administration composé de citoyens. Ce sont des citoyens tirés au sort sur les listes électorales comme les jurés d'assises. Il y a une forte demande des citoyens mieux informés aujourd'hui de participer activement à la vie citoyenne. Un des objectif de cette CAISSE DES REVENUS est de libérer Pôle Emploi et les entreprises (Petite, Moyenne, Grande) dela gestion lourde des salaires et des allocations.- L'entrepreneur peut alors se concentrer sur son cœur de métier, qui est d'entreprendre et non de verser des salaires.- Pole emploi peut alors se concentrer sur son cœur de métier, qui est d'associer un citoyen à une activité utile pour la Société Française et non de verser des Allocations. Le fonctionnement de cette caisse est similaire au prélèvement à la source à la différence que le citoyen est crédité au lieu d'être prélevé.Cette caisse doit verser le Revenu Universel d'Activité ou salaire en fonction d'un barème des salaires afin d'éviter la discrimination sexisteque subissent chaque mois nos sœurs, nos mères, nos grands mères, nos épouses, nos filles, nos petites filles. Ainsi, quelque soit la situation du citoyen c'est toujours la CAISSE DES REVENUS qui lui verse son revenu. Le montant du Revenu ou Salaire varie en fonction de l’activité du citoyen. Cette caisse central de tous les revenus est alimenté par les impôts, les entrepreneurs qui utilisent les créateurs de richesse (citoyens) pour réaliser leur activité, par les associations et tous les organismes qui sollicitent un citoyen qui participe à leur activité.En parallèle de cette caisse, la SÉCURITÉ SOCIALE doit assurer ACTIVEMENT un suivi de l'état de santé de chaque citoyen. Un bilan de santé mensuel est mis à jour via le DMP (DOSSIER MEDICAL PARTAGE). Chaque citoyen doit mettre à jour, via un outil de gestion du temps, le temps passé sur une activité afin de veiller à ce que le citoyen ne soit pas en surcharge d'activité.",2019-11-18 12:44:00,3,10,1,0,0,0,0,-1.0,-1.0,-1.0
f2296cba-09be-11ea-ac8c-0242ac110002,"Universalité Prendre en compte les revenues et les périodes travailler. -Aider les gens en fin de droits en maintenant une allocation le temps de la recherche d'un emploi-réduire l'indemnisation après une certaines période(6, 12) mois-maintenir un Revenu Universel d'Activité pour les gens sans activité en proposant du bénévolat",2019-11-18 05:50:00,13,84,1,0,0,0,0,0.16470588235294117,-1.0,-1.0
e5c38089-0971-11ea-ac8c-0242ac110002,JE SUIS CONTRE UN REVENU UNIVERSEL SANS CONTREPARTIE D'UN TRAVAIL. STOP A LA DEMAGOGIE.    DU TRAVAIL POUR TOUT LE MONDE.    PAS DE REVENU SANS CONTREPARTIE ET SANS TRAVAILLER,2019-11-17 20:38:00,14,38,0,0,3,0,2,0.38461538461538464,-1.0,-1.0
75af4ed4-0969-11ea-ac8c-0242ac110002,"AAH. SI BENEFICIAIRE DE L'AAH, MAINTENIR AU MOINS CETTE ALLOCATION, QUI N'EST DEJA PAS TRES ELEVEE, ET NE PAS FAIRE PARTI DES ALLOCATAIRES AU RAU.",2019-11-17 19:38:00,15,50,1,0,0,0,0,0.3137254901960784,-1.0,-1.0
c5b41a98-094e-11ea-ac8c-0242ac110002,"Objet: Revenu universel d'activité / Revenu de base inconditionnel. Notre société vie une crise grave, en un mot le travail rémunéré ne paye plus ! Combien de nos compatriotes sont des travailleurs pauvres ! Hélas trop ,les salaires ne sont plus suffisant pour vivre de façons décentes , certains de ces travailleurs vives fautes de moyens dans leur propre voiture( Je ne mentionne pas les personnes qui fautes de moyens, qui ne peuvent se chauffée l'hiver...) c'est plutôt les misérables de Victor Hugo , ce n'est plus possible !Une partie de la population fait face à un état de paupérisation faute de moyen , nous avons besoin d'un filet de sécurité garantissant les divers aléas de la vie,ce filet se nome le revenu de base inconditionnel, qui contrairement au revenu universel d'activité serait un socle face à l'incertitude de la vie, le Revenu Universel d'Activité est une fausse bonne idée, le revenu universel inconditionnel,doit être versé à tous, sans distinctions de qui a un emploie ou de qui n'a pas d'emploie, je fais la différence entre travail et emploie,le travail n'est pas forcément rémunéré, comme par exemple la femme au foyer qui elle travail chez elle, n'est pas rémunérée pour son travail... Outres le fait que les allocataires se trouvent dépendent de l’administration, avec le mécanisme actuellement connue , le coûtde la mise en oeuvre d'un revenu universel inconditionnel serait mois onéreux à terme pour l'Etat, de part le fait d'un fonctionnement plus simple, de plus une partie pourrait-être financer par un impôt non confiscatoire je le précise d'une partie des transactions boursière et pour les plus haut salaires par un impôt dégressif de la somme perçue au titre du revenu de base inconditionnel .Il s'agit avant tout d'une volonté politique et non de moyens, des solutions existes...Concernant la maîtrise de l'impôts celui-c devrait-être d'avantage optimisé , cela dans le but de réduire les coûts de l'Etat, comme par exemple le C.I.R ( Crédit d’impôt sur la recherche) qui manque d'efficience quand a ses résultats en terme de recherche pour un coût de 6,5 milliards d'euros pour l'année 2019... Tout comme la taxe carbone qui n'a jamais réellement servie l'écologie, ci politique écologique non liberticide en termes de nouvelle mesures pour les citoyens...( Pour moi l'écologie doit passée pour le développement des énergie libres, voir les travaux de Nikola Tesla...)( De même concernant les dépenses liés à la santé, il faut revoir le système de soins dans son intégralité, les médecines alternatives peuvent-être une réponse approprié a cette problématique, comme par exemple le médecine traditionnel chinoise et la médecine quantique,il serai aussi souhaitable de revoir l'alimentation en général en faisant plus de cultures biologiques,les additifs alimentaire tel que le E171  , dioxyde de titane sont suspectés  par le C.I.R.C et que dire ""des perturbateurs endocriniens ainsi que les dangers des P.C.B"" , comme cancérigène potentielle, seule notre médecine d'urgence est compétente et performante, certainement un des meilleurs du monde !)   Il faut donc revoir les priorités en terme de fiscalité, supprimé les doublons administratif, en un mot faire simple mais efficace...Le revenu de base inconditionnel est faisable, par l'instauration d'une refonte total de l’administration en seule pôle de redistribution, comme celui du prélèvement à la source de l'impôts, pourquoi ne pas délégué à Bercy part le biais des coordonnés bancaires de crédité les comptes des futures bénéficiaires grâce à l'intelligence artificiel, je pense que cette solution devrait-être étudier...Les avantages d'un tel revenu complété par un emploie pour ceux qui le souhaites et le peuvent sont nombreuses, premièrement mettre sur un même plan d'égalité les citoyens entres eux, de cette façon plus de jalousie entre qui a le droit et qui n'a le droit a rien, deuxièmement j'y vois un intérêt sur le plan de la santé,moins de maladies dû au stress ou à l’anxiété des lendemains hasardeux et difficiles !Notre société est en pleine évolution, donc la question est de savoir si nous voulons évoluer avec elle ? Les technologies actuelles sont en passes de supplanter nombreux d'emploies, la numérisation est de plus en plus présente, l'intelligence artificielle qui en est à ses début car je craint qu'un jour nous ayons une intelligence artificielle général, plus performante que la version actuelle,celle-ci remplacera demains des emploies voir des secteurs d'activités devenue obsolète...Les technologies évoluent plus rapidement que les décision politiques, or gouverner c'est prévoir , prévoir le monde de demains...Je vous invite en autre a vous référencez sur les travaux du prix Nobel d’économie :De Madame Esther Duflo , concernant ce sujet, de même que les sites web, www. Usbeketria.com , www. Revenudebase.info et www.appelpourlerevenudevie.org Je vous remercie de m'avoir lu.",2019-11-17 16:27:00,79,111,1,0,0,0,0,0.7142857142857143,-1.0,-1.0
bcc4e35f-094e-11ea-ac8c-0242ac110002,"Rua pour les personnes en desous du seuil de pauvreté. Dans la définition du Revenu Universel d'Activité : revenu universel d'activité vous incluez les minimas des retraités, c'est très bien. Sauf que le nom est contres-sens. Il n'est pas universel s'il concerne les actifs. Les retraités en général ne font plus partis des demandeurs d'emploi. Or, certains retraités sont obligés de continuer à travailler pour avoir un revenu plus ou moins acceptable. Vous devriez rebaptisé le Revenu Universel d'Activité en : Allocation Unique de Solidarité, La proposition Revenu Universel d'Activité est un pied de nez au Revenu de Base, qui lui est Universel et Inconditionnel.",2019-11-17 16:27:00,26,49,0,0,0,0,0,0.54,-1.0,-1.0
4e9408b4-091e-11ea-ac8c-0242ac110002,"Qu'un avis du Conseil d'Etat puisse aussi être demandé par M. le Défenseur des Droits. Comme on le sait, les abus délibérés de certains conseils départementaux sont sidérants dans l'administration du Revenu de Solidarité Active : taxe illégale des livrets d'épargne, voire même parfois le refus pur et simple, mais illégal, de payer la prestation, via l'excuse illégale d'un plafond d'épargne (Manche, Orne, Eure, Pyrénées-Orientales, etc.) : ""t'es pas content ? T'as qu'à aller au tribunal"", en substance. Aujourd'hui, certains conseils départementaux exigent aussi des relevés bancaires et explications afférentes, alors que seule la Caisse d'Allocation Familiale est explicitement prévue par les lois pour cela. Que font ministères, préféts ? Rien, comme presque toujours. Et c'est donc aux très très rares allocataires motivés de mener des procédures judiciaires jusqu'au Conseil d'Etat. Cela suffit. Il est donc souhaitable, puisque cela aidera beaucoup ici, que M. le Défenseur des Droits puissent saisir le Conseil d'Etat d'une demande d'avis consultatif sur les sujets de droits épineux, ce qui permettrait d'aller vite en la matière, puisque le Conseil d'Etat est la juridiction la plus importante quant au droit public (ce qui concerne l'administration). Seuls les ministres peuvent faire ce genre de demande, et généralement, ils ne le font pas, même quand les associations en font la demande (article 112-2 du Code de justice administrative). Je déplore que si peu de contributeurs puissent formuler sur ce site des propositions très utiles de ce genre. Les services du ministère concerné n'étant visiblement pas plus inspirés, la porte reste grande ouverte pour des abus et exactions en tous genres sur la population de rsastes (futurs ruastes), comme c'est déjà le cas depuis des années.",2019-11-17 10:40:00,9,3,1,0,0,0,0,-1.0,-1.0,-1.0
3ed3d68a-0897-11ea-ac8c-0242ac110002,"Prendre en compte les montants du loyer ou crédit immobilier. Si les Aide Personnalisée au Logement sont inclus dans le Revenu Universel d'Activité, prendre en compte les dépenses liés aux logements qui peuvent être une dépense importante pour un foyer.",2019-11-16 18:33:00,17,69,0,0,0,0,0,0.2571428571428571,-1.0,-1.0
09e68bb7-0897-11ea-ac8c-0242ac110002,"A associer aux besoins. Lorsque des enfants sont concernés, ne pourrait on pas verser les allocations d'aides sous forme de ""chèque habillement"","" chèque cantine ""...comme pour les chèques vacances ou cadeaux en s'associant à des enseignes qui pourrait consentir des prix intéressants. Pas de détournement de prestations, celles-ci allant aux bénéficiaires",2019-11-16 18:32:00,23,85,0,0,0,0,0,0.27906976744186046,-1.0,-1.0
c7d0d597-088a-11ea-ac8c-0242ac110002,"DU TRAVAIL EN CONTREPARTIE. Malgré la levée de boucliers et l'indignation des biens pensant, je reste convaincu qu'en retour, un bénéficiaire du Revenu Universel d'Activité doit quelques heures à la communauté, ne serait-ce que pour le décourager au travail non déclaré qui serait plus difficile à planifier et donc moins rémunérateur (voire plus rémunérateur du tout). Ce travail pourrait bien entendu, dans la mesure du possible être approchant des acquis et des compétences professionnelles de chacun, sinon ramasser quelques papiers dans les rues de sa ville n'a jamais rabaissé qui que ce soit ni tué personne(Je salue au passage tous les employés municipaux qui font un travail remarquable). ",2019-11-16 17:04:00,28,53,0,0,1,0,0,0.5370370370370371,-1.0,-1.0
bc6cbcc3-0851-11ea-ac8c-0242ac110002,Revoir régulièrement la situation de la personne. Il est important que le Revenu Universel d'Activité puisse être revu régulièrement afin de s'adapter aux situations familiales ou personnelles qui évoluent. Il faut aussi soutenir les personnes qui reprennent le travail sans leur enlever tout de suite cette aide. Car lorsque l'on reprend une activité professionnelle on a des frais supplémentaires et il faut un peu de temps pour pouvoir s'organiser notamment lorsque l'on a des enfants.,2019-11-16 10:16:00,27,68,1,0,0,0,0,0.4057971014492754,-1.0,-1.0
1b158844-07c5-11ea-ac8c-0242ac110002,"Un Revenu Universel d'Activité compensatoire. Le Revenu Universel d’Activité doit être là pour compenser un manque de revenu. Si une personne n’atteint pas un revenu suffisant pour vivre dignement ce dispositif devra être là pour compenser. Il devra fonctionner d’une manière à rendre l’activité plus attractive que l’inactivité. Notre structure (Projet Insertion Emploi Revenu de Solidarité Active de Plaine Commune) accompagne le public Revenu de Solidarité Active depuis des années, notre accompagnement ne doit également pas disparaitre lorsque le Revenu de Solidarité Active disparaitra. A partir de la création du Revenu Universel d’Activité, des dispositions d’accompagnement telles que la nôtre doivent en découler pour le public visé. ",2019-11-15 17:29:00,13,47,0,0,0,0,0,0.2916666666666667,-1.0,-1.0
9639e179-0712-11ea-80b3-0242ac110002,"Kalissy06. Il faudrait prendre en compte la situation familiale d'un foyer: Si il y a des enfants à charge Si il y a des jeunes en études Si il y a un handicap quelconque dans le foyerLes revenues du foyer Le type de famille : Monoparentale, Recomposé, nucléaire, autres... Il faudrait aussi peut-être dans le cas d'un jeune de moins de 25 ans ou plus, prendre en compte sa situation financière et son contexte familial. ",2019-11-14 20:11:00,13,71,0,0,0,0,0,0.19444444444444445,-1.0,-1.0
85875109-06e5-11ea-80b3-0242ac110002,Prendre en compte les revenus de tout le foyer. Au travers de cette question transparait tout le risque encouru si l’AAH était dans le périmètre du Revenu Universel d'Activité. Aujourd’hui l’AAH est quasi-individualisée qu’en serait-il demain ? Quelle serait la base ressources qui serait prise en compte pour le versement de l’AAH ? Les associations rappellent qu’un revenu convenable d'existence doit être au moins égal au seuil de pauvreté. Ce revenu d’existence doit par ailleurs respecter l’autonomie des personnes et leurs choix de vie. ,2019-11-14 14:49:00,38,71,0,0,0,0,0,0.5416666666666666,-1.0,-1.0
21dd4f6e-0630-11ea-80b3-0242ac110002,"Les prérequis facilitant la mise en oeuvre du revenu universel. Le revenu universel de solidarité doit intégrer la reprise et l’extension des droits connexes, notamment la PUMA et les droits attachés à l’ASS (exemples : complémentaire santé solidarité, point de retraite dans la réforme en cours de négociation).Doivent s’inscrire résolument dans la dynamique de mise en place du revenu universel de solidarité :·      Le développement de la formule du rendez-vous des droits avec l’ensemble des administrations·      La simplification des critères d’attribution (des prestations et aides en général et du RUS en particulier)·      La suppression ou la modification de certains critères d’âge sont des chantiers à menerL’existence d’un expert référent au sein de chaque organisme délivrant des prestations, services ou formation, qui améliore la compréhension réciproque, l’orientation et l’analyse de situation complexe. Retrouvez la contribution complète  de l’UNSA sur son site à l'adresse suivante :https://www.unsa.org/Revenu-Universel-de-Solidarite-la-contribution-de-l-UNSA.html",2019-11-13 17:10:00,58,44,1,0,0,0,0,0.7627118644067796,-1.0,-1.0
3dae5fd7-062f-11ea-80b3-0242ac110002,"Éviter la redondance des demandes de justificatifs ou de documents. Éviter la redondance des demandes de justificatifs ou de documents, à l’image du programme « Dites-le nous une fois » mené par le Secrétariat général pour la modernisation de l’action publique doit être un objectif opérationnel fort. Ces échanges de données doivent néanmoins être sécurisés et assurés dans le respect de la vie privée et la protection des données personnelles. Retrouvez la contribution complète de l’UNSA sur son site à l'adresse suivante :https://www.unsa.org/Revenu-Universel-de-Solidarite-la-contribution-de-l-UNSA.html",2019-11-13 17:04:00,19,39,0,0,0,0,0,0.5,-1.0,-1.0
06c42238-062f-11ea-80b3-0242ac110002,Un versement automatisé. Le non-recours et la perte de droits pourront être largement minorés sous réserve d’envisager l’automatisation du versement de la prestation grâce à la dématérialisation des procédures dès lors que la condition de ressources est vérifiée sur la base des données de l’administration fiscale. Seul le volet d’accompagnement (lorsqu’il existe) donnerait lieu à instruction par les services concernésRetrouvez la contribution complète de l’UNSA sur son site à l'adresse suivante :https://www.unsa.org/Revenu-Universel-de-Solidarite-la-contribution-de-l-UNSA.html,2019-11-13 17:02:00,29,63,0,0,0,0,0,0.46875,-1.0,-1.0
b90f8aa1-0610-11ea-80b3-0242ac110002,Tous égaux alors même aide financière. 800 € verser automatiquement au plus de 16 ans résidant en France au 1er de chaque mois sans aucune condition. Aucune fraude possible aucun papier à fournir.,2019-11-13 13:25:00,13,100,0,0,0,0,0,0.13861386138613863,-1.0,-1.0
